year,name,author,genre,price,quantity,url
2003,"Bad News Bears, The",William Shakespeare,Autobiography,69,29,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
1992,"Das Experiment (Experiment, The)",Harper Lee,Historical Fiction,44,85,https://mir-s3-cdn-cf.behance.net/project_modules/hd/f9032d95512093.5e98ee7241eab.jpg
2009,Bastard Out of Carolina,Mark Twain,Young Adult,58,28,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
2008,This Is 40,Mark Twain,Graphic Novels,29,82,https://mir-s3-cdn-cf.behance.net/project_modules/hd/f9032d95512093.5e98ee7241eab.jpg
2008,Winnie the Pooh,Charles Dickens,Young Adult,56,50,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
1994,Aakrosh,William Shakespeare,Romance,38,55,https://marketplace.canva.com/EAFXKFIDad4/1/0/1003w/canva-brown-mystery-novel-book-cover-cSu1pdo96zA.jpg
1995,"Lacemaker, The (Dentellière, La)",Charles Dickens,Poetry,27,1,https://mir-s3-cdn-cf.behance.net/project_modules/hd/f9032d95512093.5e98ee7241eab.jpg
2005,Christmas in Connecticut,Mark Twain,Travel,84,54,https://cdn.pastemagazine.com/www/articles/2019/12/06/cryingbookbbc19final.jpg
1992,American Raspberry (Prime Time) (Funny America),Harper Lee,Romance,97,35,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
1992,"Hijacking Catastrophe: 9/11, Fear & the Selling of American Empire",Stephen King,Thriller,11,55,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
1988,Mean Streets,Harper Lee,Technology,97,90,https://rocketexpansion.com/wp-content/uploads/2021/05/All-This-Time-1.webp
1993,The Kiss of Her Flesh,Agatha Christie,Romance,35,96,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
2009,29 Palms,Agatha Christie,Fantasy,11,94,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPC7MiAP-uBaqJMxAaJfuKv0j24LpL3ac60Q&s
1984,Out of Balance: ExxonMobil's Impact on Climate Change,J.K. Rowling,Young Adult,21,36,https://mir-s3-cdn-cf.behance.net/project_modules/hd/f9032d95512093.5e98ee7241eab.jpg
2007,"Nightmare on Elm Street 5: The Dream Child, A",Ernest Hemingway,Historical Fiction,23,53,https://marketplace.canva.com/EAFXKFIDad4/1/0/1003w/canva-brown-mystery-novel-book-cover-cSu1pdo96zA.jpg
1995,Local Color,Virginia Woolf,Fantasy,12,29,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
2008,Drunks,Stephen King,Non-Fiction,45,20,https://mir-s3-cdn-cf.behance.net/project_modules/hd/f9032d95512093.5e98ee7241eab.jpg
2010,Rocco and His Brothers (Rocco e i suoi fratelli),F. Scott Fitzgerald,Fantasy,10,60,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
1986,Black Sunday (La maschera del demonio),Stephen King,Self-Help,11,71,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
1995,"Locals, The",George Orwell,Graphic Novels,57,89,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
1997,"Bitter Tea of General Yen, The",F. Scott Fitzgerald,Graphic Novels,74,75,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPC7MiAP-uBaqJMxAaJfuKv0j24LpL3ac60Q&s
2006,"Couch in New York, A",J.R.R. Tolkien,Horror,64,90,https://rocketexpansion.com/wp-content/uploads/2021/05/All-This-Time-1.webp
2013,Elmer Gantry,Virginia Woolf,Self-Help,96,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPC7MiAP-uBaqJMxAaJfuKv0j24LpL3ac60Q&s
1991,Robinson Crusoe on Mars,Mark Twain,Fiction,35,79,https://5.imimg.com/data5/SELLER/Default/2020/9/YS/FJ/XX/26798013/book-covers-designing-service-500x500.jpg
1992,Vanishing on 7th Street,F. Scott Fitzgerald,Fantasy,68,38,https://cdn.pastemagazine.com/www/articles/2019/12/06/cryingbookbbc19final.jpg
1998,Louis C.K.: Hilarious,Agatha Christie,Romance,100,28,https://5.imimg.com/data5/SELLER/Default/2020/9/YS/FJ/XX/26798013/book-covers-designing-service-500x500.jpg
2006,"Quick and the Dead, The",Virginia Woolf,Autobiography,82,84,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
2004,Happy New Year,Agatha Christie,Technology,64,9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
1994,Lifted,Ernest Hemingway,Technology,5,31,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
1988,Gospa,Charles Dickens,Fantasy,27,20,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
1996,Sister Street Fighter (Onna hissatsu ken),Charles Dickens,Historical Fiction,24,31,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
1976,Veronika Decides to Die,Virginia Woolf,Fiction,24,94,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
1991,Heaven's Burning,F. Scott Fitzgerald,Self-Help,54,7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
1987,The Aggression Scale,Ernest Hemingway,Technology,23,45,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
2001,Sunshine,Mark Twain,Horror,82,88,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
2008,13 Sins,F. Scott Fitzgerald,Poetry,46,77,https://mir-s3-cdn-cf.behance.net/project_modules/hd/f9032d95512093.5e98ee7241eab.jpg
2004,Sound of Redemption: The Frank Morgan Story,George Orwell,Historical Fiction,14,93,https://marketplace.canva.com/EAFXKFIDad4/1/0/1003w/canva-brown-mystery-novel-book-cover-cSu1pdo96zA.jpg
2011,Sugar & Spice,Virginia Woolf,Thriller,93,84,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPC7MiAP-uBaqJMxAaJfuKv0j24LpL3ac60Q&s
2007,Whitecoats,Charles Dickens,Children's,90,30,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
1990,Velvet Goldmine,Jane Austen,Autobiography,55,57,https://cdn.pastemagazine.com/www/articles/2019/12/06/cryingbookbbc19final.jpg
2005,Behind Blue Skies (Himlen är oskyldigt blå),Jane Austen,Cookbooks,97,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
1995,"Killing, The",Ernest Hemingway,Science,81,34,https://rocketexpansion.com/wp-content/uploads/2021/05/All-This-Time-1.webp
2004,"Chant of Jimmy Blacksmith, The",F. Scott Fitzgerald,Travel,67,14,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
2002,Brick,Ernest Hemingway,Science Fiction,52,58,https://mir-s3-cdn-cf.behance.net/project_modules/hd/f9032d95512093.5e98ee7241eab.jpg
2004,"Rich Man's Wife, The",Mark Twain,Biography,16,42,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
1993,Dante's Peak,Mark Twain,Thriller,13,53,https://marketplace.canva.com/EAFXKFIDad4/1/0/1003w/canva-brown-mystery-novel-book-cover-cSu1pdo96zA.jpg
2011,Pandorum,Harper Lee,Non-Fiction,73,43,https://rocketexpansion.com/wp-content/uploads/2021/05/All-This-Time-1.webp
2011,Adventureland,Ernest Hemingway,Non-Fiction,39,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
1996,"Sherlock Holmes in Pearl of Death (Pearl of Death, The)",Jane Austen,Biography,25,47,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
2003,Pulling Strings,Mark Twain,Thriller,50,11,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
2004,"Chapman Report, The",Jane Austen,Horror,42,73,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPC7MiAP-uBaqJMxAaJfuKv0j24LpL3ac60Q&s
2005,The Phantom of the Opera,F. Scott Fitzgerald,Travel,87,34,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
2013,Vamp,Ernest Hemingway,Romance,21,42,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
2006,"Dunce Class on Vacation, The (Hababam sinifi tatilde)",George Orwell,Science Fiction,45,1,https://5.imimg.com/data5/SELLER/Default/2020/9/YS/FJ/XX/26798013/book-covers-designing-service-500x500.jpg
2003,Cuckoo in a Dark Forest (Kukacka v temném lese) ,Mark Twain,Horror,5,59,https://cdn.pastemagazine.com/www/articles/2019/12/06/cryingbookbbc19final.jpg
2007,I Give It a Year,Mark Twain,Young Adult,91,55,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
1991,"Window, The",Mark Twain,Young Adult,59,43,https://rocketexpansion.com/wp-content/uploads/2021/05/All-This-Time-1.webp
2012,Where the Heart Is,Ernest Hemingway,Technology,55,99,https://mir-s3-cdn-cf.behance.net/project_modules/hd/f9032d95512093.5e98ee7241eab.jpg
2007,"Misérables, Les",Agatha Christie,Romance,45,82,https://5.imimg.com/data5/SELLER/Default/2020/9/YS/FJ/XX/26798013/book-covers-designing-service-500x500.jpg
2002,"Idle Class, The",Ernest Hemingway,Self-Help,14,20,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
2012,Paris Trout,Charles Dickens,Mystery,2,52,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
2008,Secondhand Lions,J.R.R. Tolkien,Science Fiction,95,82,https://rocketexpansion.com/wp-content/uploads/2021/05/All-This-Time-1.webp
1988,"Grey Zone, The",William Shakespeare,Romance,96,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
2000,"Misérables, Les",George Orwell,Non-Fiction,67,99,https://mir-s3-cdn-cf.behance.net/project_modules/hd/f9032d95512093.5e98ee7241eab.jpg
2009,"Crow, The",Agatha Christie,Fiction,83,61,https://mir-s3-cdn-cf.behance.net/project_modules/hd/f9032d95512093.5e98ee7241eab.jpg
2006,"Modern Affair, A",J.K. Rowling,Self-Help,1,28,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
1996,2 ou 3 choses que je sais d'elle (2 or 3 Things I Know About Her),Virginia Woolf,Self-Help,97,12,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPC7MiAP-uBaqJMxAaJfuKv0j24LpL3ac60Q&s
1998,"Final Countdown, The",Agatha Christie,Fantasy,38,47,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
2004,Bulletproof,Harper Lee,Autobiography,78,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
1994,Lady in Cement,J.R.R. Tolkien,Thriller,74,9,https://5.imimg.com/data5/SELLER/Default/2020/9/YS/FJ/XX/26798013/book-covers-designing-service-500x500.jpg
2010,Madeline,Charles Dickens,Fiction,49,95,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
2006,"Official Story, The (La historia oficial)",Ernest Hemingway,Fantasy,3,79,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
2005,Savages,Jane Austen,Biography,64,15,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
2003,"Talented Mr. Ripley, The",Virginia Woolf,Autobiography,16,100,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPC7MiAP-uBaqJMxAaJfuKv0j24LpL3ac60Q&s
1990,Louis C.K.: Hilarious,F. Scott Fitzgerald,Science Fiction,85,19,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
1964,Neil Young Journeys,F. Scott Fitzgerald,Science,60,54,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
1999,To the Sea (Alamar),J.K. Rowling,Biography,83,98,https://rocketexpansion.com/wp-content/uploads/2021/05/All-This-Time-1.webp
1991,"Substance: Albert Hofmann's LSD, The",J.R.R. Tolkien,Fiction,64,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
2000,Westward the Women,William Shakespeare,Biography,61,23,https://mir-s3-cdn-cf.behance.net/project_modules/hd/f9032d95512093.5e98ee7241eab.jpg
2008,"Disappearance of Eleanor Rigby: Them, The",Charles Dickens,Children's,28,33,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPC7MiAP-uBaqJMxAaJfuKv0j24LpL3ac60Q&s
1986,"Memory of a Killer, The (Zaak Alzheimer, De)",George Orwell,Horror,57,16,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
1995,"Bikini Carwash Company, The",F. Scott Fitzgerald,Mystery,12,76,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
2011,Godzilla 2000 (Gojira ni-sen mireniamu),Stephen King,Non-Fiction,85,77,https://cdn.pastemagazine.com/www/articles/2019/12/06/cryingbookbbc19final.jpg
1995,"Legend of Bigfoot, The",Jane Austen,Cookbooks,76,59,https://5.imimg.com/data5/SELLER/Default/2020/9/YS/FJ/XX/26798013/book-covers-designing-service-500x500.jpg
2007,Quatre garçons pleins d'avenir,Jane Austen,Biography,60,61,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
2012,Swing Kids,Jane Austen,Technology,77,56,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
2003,Corto Maltese: Under the Sign of Capricorn (Sous le signe du capricorne),George Orwell,Technology,11,61,https://mir-s3-cdn-cf.behance.net/project_modules/hd/f9032d95512093.5e98ee7241eab.jpg
2008,Seems Like Old Times,F. Scott Fitzgerald,Self-Help,95,75,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
1988,Comrades: Almost a Love Story (Tian mi mi),Mark Twain,Self-Help,76,93,https://marketplace.canva.com/EAFXKFIDad4/1/0/1003w/canva-brown-mystery-novel-book-cover-cSu1pdo96zA.jpg
2008,Criminal,Charles Dickens,Non-Fiction,76,5,https://cdn.pastemagazine.com/www/articles/2019/12/06/cryingbookbbc19final.jpg
2002,Colossus: The Forbin Project,William Shakespeare,Romance,5,62,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
2006,Annabelle,Agatha Christie,Cookbooks,67,21,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPC7MiAP-uBaqJMxAaJfuKv0j24LpL3ac60Q&s
1988,Skyfall,Mark Twain,Science,1,49,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
2011,Colossal Youth (Juventude Em Marcha),Jane Austen,Science Fiction,89,83,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
2003,"Palm Beach Story, The",J.R.R. Tolkien,Science,52,64,https://mir-s3-cdn-cf.behance.net/project_modules/hd/f9032d95512093.5e98ee7241eab.jpg
2012,Look Who's Talking,J.K. Rowling,Historical Fiction,1,5,https://5.imimg.com/data5/SELLER/Default/2020/9/YS/FJ/XX/26798013/book-covers-designing-service-500x500.jpg
1998,Rasputin and the Empress,Agatha Christie,Cookbooks,86,68,https://rocketexpansion.com/wp-content/uploads/2021/05/All-This-Time-1.webp
1994,The Emperor's Candlesticks,Mark Twain,Horror,31,57,https://marketplace.canva.com/EAFXKFIDad4/1/0/1003w/canva-brown-mystery-novel-book-cover-cSu1pdo96zA.jpg
2003,Night of the Zombies (a.k.a. Batallion of the Living Dead),F. Scott Fitzgerald,Technology,76,65,https://5.imimg.com/data5/SELLER/Default/2020/9/YS/FJ/XX/26798013/book-covers-designing-service-500x500.jpg
2008,Beauty and the Beast: The Enchanted Christmas,J.R.R. Tolkien,Technology,29,45,https://rocketexpansion.com/wp-content/uploads/2021/05/All-This-Time-1.webp
2000,Painless (Insensibles) ,William Shakespeare,Non-Fiction,62,51,https://5.imimg.com/data5/SELLER/Default/2020/9/YS/FJ/XX/26798013/book-covers-designing-service-500x500.jpg
1984,To the Wonder,F. Scott Fitzgerald,Cookbooks,31,1,https://5.imimg.com/data5/SELLER/Default/2020/9/YS/FJ/XX/26798013/book-covers-designing-service-500x500.jpg
1990,"Raven, The",William Shakespeare,Historical Fiction,44,30,https://marketplace.canva.com/EAFXKFIDad4/1/0/1003w/canva-brown-mystery-novel-book-cover-cSu1pdo96zA.jpg
2008,Prime Suspect: The Lost Child,J.K. Rowling,Fantasy,82,49,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
2003,At Berkeley,William Shakespeare,Thriller,67,88,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
2003,Lucky Lady,Charles Dickens,Young Adult,30,100,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
2010,Carne,Harper Lee,Travel,55,25,https://5.imimg.com/data5/SELLER/Default/2020/9/YS/FJ/XX/26798013/book-covers-designing-service-500x500.jpg
2000,Growth,J.K. Rowling,Young Adult,7,49,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPC7MiAP-uBaqJMxAaJfuKv0j24LpL3ac60Q&s
1995,Arabian Nights (Il fiore delle mille e una notte),Jane Austen,Horror,38,39,https://cdn.pastemagazine.com/www/articles/2019/12/06/cryingbookbbc19final.jpg
2012,Educating Rita,J.K. Rowling,Science,28,26,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
2011,"Little Engine That Could, The",Harper Lee,Graphic Novels,72,37,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
1994,Over the Hedge,George Orwell,Mystery,27,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
2006,"Experts, The",Stephen King,Graphic Novels,90,20,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
2002,Wild Geese II,William Shakespeare,Science,64,63,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
2003,"Housewarming (Travaux, on sait quand ça commence...)",J.R.R. Tolkien,Children's,66,17,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
1988,"Escort, The (Scorta, La)",George Orwell,Science,49,17,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
1984,Jane Austen in Manhattan,George Orwell,Fiction,9,88,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
1986,"Jo Jo Dancer, Your Life is Calling",Stephen King,Young Adult,28,5,https://5.imimg.com/data5/SELLER/Default/2020/9/YS/FJ/XX/26798013/book-covers-designing-service-500x500.jpg
2001,Age of Dinosaurs,Ernest Hemingway,Self-Help,48,97,https://5.imimg.com/data5/SELLER/Default/2020/9/YS/FJ/XX/26798013/book-covers-designing-service-500x500.jpg
2002,Love Potion #9,Harper Lee,Children's,28,58,https://cdn.pastemagazine.com/www/articles/2019/12/06/cryingbookbbc19final.jpg
2004,Nowhere Boy,Agatha Christie,Children's,75,92,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
2002,Me and the Colonel ,Virginia Woolf,Travel,81,36,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
2007,Executive Target,F. Scott Fitzgerald,Poetry,1,36,https://5.imimg.com/data5/SELLER/Default/2020/9/YS/FJ/XX/26798013/book-covers-designing-service-500x500.jpg
2010,King of the Jungle,William Shakespeare,Science Fiction,36,77,https://5.imimg.com/data5/SELLER/Default/2020/9/YS/FJ/XX/26798013/book-covers-designing-service-500x500.jpg
1998,"Dark Horse, The",Agatha Christie,Young Adult,27,58,https://5.imimg.com/data5/SELLER/Default/2020/9/YS/FJ/XX/26798013/book-covers-designing-service-500x500.jpg
2004,Nora,F. Scott Fitzgerald,Autobiography,62,68,https://rocketexpansion.com/wp-content/uploads/2021/05/All-This-Time-1.webp
2011,"Blackbird, The",Jane Austen,Fantasy,81,19,https://mir-s3-cdn-cf.behance.net/project_modules/hd/f9032d95512093.5e98ee7241eab.jpg
2012,Live Wire,Harper Lee,Science Fiction,47,86,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
1994,Norma Rae,F. Scott Fitzgerald,Biography,41,23,https://cdn.pastemagazine.com/www/articles/2019/12/06/cryingbookbbc19final.jpg
1985,Liz & Dick ,William Shakespeare,Science,27,65,https://rocketexpansion.com/wp-content/uploads/2021/05/All-This-Time-1.webp
1996,Professor Layton and the Eternal Diva (Eiga Reiton-kyôju to eien no utahime),F. Scott Fitzgerald,Technology,78,71,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
1987,Asylum,Ernest Hemingway,Science Fiction,44,14,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPC7MiAP-uBaqJMxAaJfuKv0j24LpL3ac60Q&s
2006,Green Dragon,J.K. Rowling,Self-Help,47,45,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
2003,Emma,J.K. Rowling,Young Adult,75,35,https://marketplace.canva.com/EAFXKFIDad4/1/0/1003w/canva-brown-mystery-novel-book-cover-cSu1pdo96zA.jpg
2003,Saturday Night,J.K. Rowling,Historical Fiction,35,97,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPC7MiAP-uBaqJMxAaJfuKv0j24LpL3ac60Q&s
1984,Anastasia,Virginia Woolf,Technology,91,12,https://cdn.pastemagazine.com/www/articles/2019/12/06/cryingbookbbc19final.jpg
2001,Never Talk to Strangers,Agatha Christie,Travel,48,75,https://cdn.pastemagazine.com/www/articles/2019/12/06/cryingbookbbc19final.jpg
2003,In the Folds of the Flesh,Agatha Christie,Technology,26,87,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
2005,"Hiding Place, The",Ernest Hemingway,Self-Help,69,82,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
1995,My Best Friend (Mon meilleur ami),Harper Lee,Autobiography,32,12,https://mir-s3-cdn-cf.behance.net/project_modules/hd/f9032d95512093.5e98ee7241eab.jpg
2012,Charlie Bartlett,F. Scott Fitzgerald,Technology,44,78,https://5.imimg.com/data5/SELLER/Default/2020/9/YS/FJ/XX/26798013/book-covers-designing-service-500x500.jpg
2012,Galaxy of Terror (Quest),Jane Austen,Science,77,13,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
2010,"Gentlemen Don't Eat Poets (Grotesque, The)",J.K. Rowling,Romance,45,43,https://5.imimg.com/data5/SELLER/Default/2020/9/YS/FJ/XX/26798013/book-covers-designing-service-500x500.jpg
1994,Bolero,J.R.R. Tolkien,Biography,50,18,https://marketplace.canva.com/EAFXKFIDad4/1/0/1003w/canva-brown-mystery-novel-book-cover-cSu1pdo96zA.jpg
2008,Relative Fear,Virginia Woolf,Fantasy,83,97,https://rocketexpansion.com/wp-content/uploads/2021/05/All-This-Time-1.webp
1994,"Boxer, The",Agatha Christie,Historical Fiction,61,97,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
2005,Lord of Tears,Jane Austen,Fantasy,41,78,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
1996,High and Low (Tengoku to jigoku),Virginia Woolf,Horror,33,89,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
1994,Finisterrae,J.K. Rowling,Graphic Novels,19,43,https://5.imimg.com/data5/SELLER/Default/2020/9/YS/FJ/XX/26798013/book-covers-designing-service-500x500.jpg
2000,Wyrmwood,J.R.R. Tolkien,Biography,76,49,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
1999,Young Detective Dee: Rise of the Sea Dragon (Di Renjie: Shen du long wang),William Shakespeare,Horror,84,75,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
2000,Mare Nostrum,Ernest Hemingway,Mystery,49,62,https://cdn.pastemagazine.com/www/articles/2019/12/06/cryingbookbbc19final.jpg
